,datadate,cusip,scf,src,apdedate,fdate,pdate,acchg,acominc,acox,am,ano,ao,aoloch,aox,ap,at,caps,capx,ch,che,cogs,cshi,csho,cstk,dd,dlc,dn,do,dt,ebit,ebitda,epspi,fca,gdwl,gp,ib,intan,invt,lct,lt,ni,niadj,np,pi,pnrsho,ppegt,ppent,re,revt,sale,seq,teq,tstk,txt,wcap,naicsh,mkvalt,Seq. No.,Code,Industry
24087,2007-04-30,674870506,7.0,5.0,2007-04-30,2007-09-19,,0.0,-0.041,0.442,0.022,,1.212,-0.199,1.212,1.708,119.712,150.843,0.107,107.505,115.895,3.714,10.186,10.186,0.01,0.0,0.0,0.0,0.0,0.232,-12.566,-12.296,-9.47,1.524,0.0,-1.183,-9.639,0.597,0.0,6.328,7.171,-9.639,-9.639,0.0,-9.639,0.0,1.116,0.388,-38.312,2.531,2.531,112.541,112.541,0.0,0.0,111.187,335311.0,146.0672,790.0,335311.0,"Power, Distribution, and Specialty Transformer Manufacturing "
1351,2013-12-31,67552A108,7.0,5.0,2013-12-31,2014-04-14,,0.0,0.003,3.499,0.295,0.0,0.026,-0.346,0.026,1.282,51.82,126.615,0.012,15.533,45.7,12.02,15.3,15.3,0.0,0.0,0.0,0.0,-2.025,0.0,-12.259,-11.935,-2.85,,0.595,-11.935,-15.489,0.93,0.0,6.687,6.688,-17.514,-17.514,0.0,-15.489,0.0,0.083,0.059,-81.483,0.085,0.085,45.132,45.132,0.0,0.0,42.605,325414.0,198.747,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
9365,2000-12-31,67555N206,7.0,53.0,,,,0.0,,0.0,0.058,,0.0,0.166,0.0,28.74,495.787,480.636,42.292,396.431,398.712,40.742,127.317,127.317,0.634,0.0,2.029,0.0,0.0,3.37,-57.87,-50.98,-0.37,-0.473,0.0,-1.409,-43.467,0.668,10.41,38.243,41.062,-43.467,-43.467,0.0,-43.467,,79.614,66.198,-26.545,39.333,39.333,454.725,,0.0,0.0,390.678,334413.0,1671.0356,758.0,334413.0,Semiconductor and Related Device Manufacturing 
6433,2000-12-31,675744106,7.0,5.0,,,,0.0,,11.917,3.596,,1.196,3.07,1.196,6.218,264.83,82.379,27.223,55.109,64.694,60.562,23.306,23.243,0.023,0.0,1.246,0.0,0.0,5.728,32.808,45.178,1.68,,,116.408,38.941,7.819,27.748,32.81,43.116,38.941,38.941,0.0,56.092,,155.151,118.645,140.043,176.97,176.97,221.714,,0.731,17.151,102.314,339115.0,270.1999,881.0,339115.0,Ophthalmic Goods Manufacturing 
2678,2014-12-31,67576A100,7.0,5.0,2014-12-31,2015-04-16,2015-03-11,0.0,0.0,0.833,0.0,0.0,0.228,2.355,0.228,1.316,78.193,148.122,1.26,37.393,74.888,27.319,21.334,21.334,0.002,0.0,1.354,13.511,0.0,14.865,-27.094,-26.547,-1.38,,0.0,-26.547,-28.648,0.0,0.133,5.874,19.497,-28.648,-28.648,0.0,-28.648,0.0,4.003,1.782,-89.428,0.772,0.772,58.696,58.696,0.0,0.0,70.309,325414.0,501.7757,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4914,2017-12-31,676079304,7.0,8.0,2017-12-31,2018-04-11,,0.0,0.0,0.0,0.0,,0.383,-4.956,0.383,4.302,203.494,235.034,0.083,198.105,198.105,0.0,26.89,26.89,0.24,0.0,0.0,0.0,0.0,0.0,-32.744,-32.724,-1.24,,0.0,0.0,-32.744,0.0,0.0,7.512,7.512,-32.744,-32.744,0.0,-32.744,0.0,0.185,0.165,-39.292,0.0,0.0,195.982,195.982,0.0,0.0,195.434,325412.0,672.25,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
6496,2004-02-29,676118201,7.0,5.0,2004-02-29,,,0.0,0.002,3.924,0.0,,4.44,-6.512,4.44,1.034,17.894,25.148,3.607,1.351,3.347,2.536,37.993,37.993,0.004,0.0,0.0,0.0,0.0,0.0,-5.105,-4.84,0.02,,0.0,-2.462,0.567,0.0,1.928,1.151,2.038,0.567,0.567,0.0,-5.195,,4.476,3.873,-9.296,0.074,0.074,15.856,15.856,0.0,-5.762,8.43,488390.0,182.3664,1307.0,488390.0,Other Support Activities for Water Transportation
10221,2001-12-31,67611V101,7.0,5.0,,,,0.0,0.0,2.467,,,0.059,-0.623,0.059,2.008,98.216,76.307,1.737,20.072,41.491,62.269,15.254,15.254,0.015,0.0,2.568,1.2,0.0,3.781,18.911,21.122,4.13,,26.705,67.912,13.257,26.705,0.0,18.638,20.431,12.896,17.554,0.0,16.638,,5.325,2.451,1.313,130.181,130.181,77.635,,0.0,3.231,50.363,623110.0,395.6888,1828.0,623110.0,Nursing Care Facilities (Skilled Nursing Facilities) 
10428,2001-12-31,67612W108,7.0,53.0,,,,0.0,-12.985,0.0,2.5,,485.943,3.146,370.917,126.874,4648.291,787.63,0.0,375.142,442.897,1038.886,65.143,65.143,0.651,0.0,0.0,150.0,0.0,200.0,-17.981,-15.481,-0.14,,18.3,-15.481,-7.961,18.3,0.0,,3827.419,-7.961,-7.961,0.0,-15.619,,0.0,0.0,32.591,1023.405,1023.405,820.872,,0.0,-7.658,,524130.0,1153.0311,1468.0,524130.0,Reinsurance Carriers 
8976,2000-12-31,676235104,7.0,5.0,,,,0.0,,0.6,0.0,,0.044,-0.106,0.044,1.023,76.263,109.67,7.094,3.783,65.898,20.907,21.506,21.506,0.215,0.0,0.58,0.0,0.0,1.184,-30.374,-28.658,-1.4,,0.0,5.177,-30.038,0.0,0.0,7.206,7.81,-30.038,-30.038,0.0,-30.038,,9.746,7.511,-41.432,26.084,26.084,68.453,,0.0,0.0,61.502,541219.0,147.8538,1559.0,541219.0,Other Accounting Services 
21025,2009-12-31,67623C109,7.0,5.0,2009-12-31,2010-03-22,2010-02-22,0.0,0.0,0.0,,,15.548,1.948,9.014,13.985,514.813,357.627,0.0,1.478,1.478,47.458,21.481,21.481,0.215,0.0,0.0,0.0,0.0,144.375,31.537,31.537,1.21,,0.0,31.537,25.981,15.31,0.0,,162.763,25.981,25.981,0.0,25.981,0.0,0.0,0.0,-5.792,78.995,78.995,352.05,352.05,0.0,0.0,,531120.0,,1497.0,531120.0,Lessors of Nonresidential Buildings (except Miniwarehouses) 
6771,2000-09-30,67623R106,7.0,5.0,,,,0.0,,3.322,,,7.169,-2.515,7.169,4.314,101.162,0.0,2.368,10.256,19.913,66.712,12.498,12.498,64.164,0.0,0.0,0.0,0.0,1.385,6.311,12.411,0.19,,,42.712,2.319,40.126,0.0,26.608,31.885,2.319,2.319,0.0,5.015,,11.783,5.914,5.113,109.424,109.424,69.277,,0.0,2.696,21.345,541512.0,91.7822,1589.0,541512.0,Computer Systems Design Services 
12270,2002-12-31,677399206,,5.0,,,,,0.621,,,,0.81,,,114.891,136.047,0.0,,5.301,15.719,4.285,1.966,1.966,16.546,,0.0,,0.0,,0.697,0.915,-0.05,0.0,0.0,2.548,-0.051,0.0,0.0,,121.044,-0.051,-0.051,0.0,-0.051,,,2.185,-1.543,6.833,6.833,15.003,,0.0,0.0,,522110.0,16.8093,1420.0,522110.0,Commercial Banking 
14253,2013-09-30,67778H309,7.0,5.0,2013-09-30,2013-12-31,2013-12-30,0.0,0.0,0.0,0.078,0.0,0.0,0.236,0.0,0.466,5.744,39.445,0.0,5.123,5.123,0.0,19.742,19.742,0.002,0.0,0.014,0.0,0.0,0.0,-4.62,-4.529,-0.3,,0.0,0.0,-5.652,0.546,0.0,0.48,0.48,-5.652,-5.652,0.014,-5.652,0.5,,0.03,-34.183,0.0,0.0,5.264,5.264,0.0,0.0,4.688,325412.0,160.1076,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
10317,2001-12-31,678026105,7.0,5.0,,,,0.0,-7.027,3.932,,,4.937,9.25,4.937,52.386,529.883,326.031,29.671,4.982,4.982,537.792,48.332,48.332,0.483,0.0,3.894,0.72,0.0,77.833,55.35,83.389,0.94,,172.235,133.413,43.46,172.235,76.917,94.844,185.535,42.676,42.635,0.0,47.11,,221.624,150.09,17.683,671.205,671.205,344.197,,0.0,2.054,107.777,333132.0,439.8212,694.0,333132.0,Oil and Gas Field Machinery and Equipment Manufacturing 
23168,2011-12-31,678049107,7.0,5.0,2011-12-31,2012-04-14,2012-03-14,0.0,0.0,1.352,0.0,0.0,0.278,5.43,0.094,6.741,322.035,,27.772,23.836,23.836,31.862,38.9,38.9,,0.0,2.5,18.3,0.0,20.8,51.854,67.53,1.59,,0.0,85.515,62.397,0.0,0.0,20.973,42.188,62.397,62.397,0.0,40.891,0.0,458.08,271.644,,117.377,117.377,279.847,279.847,0.0,-21.506,29.14,424710.0,1086.088,1037.0,424710.0,Petroleum Bulk Stations and Terminals 
6812,2003-12-31,67984M100,,5.0,2003-12-31,,,,-0.07,,,,0.554,,,69.325,89.536,12.363,,2.477,7.18,1.42,1.757,1.757,0.018,,3.0,,0.0,,1.274,1.426,0.34,0.0,0.0,3.175,0.47,0.0,0.0,,76.708,0.47,0.47,3.0,0.695,,,2.28,0.447,4.595,4.595,12.828,,0.0,0.225,,522110.0,20.2055,1420.0,522110.0,Commercial Banking 
6865,2000-12-31,680194107,,5.0,,,,,,,,,5.248,,,374.779,477.096,10.288,,11.044,16.441,17.332,2.591,2.591,12.953,,29.127,,0.0,,8.804,10.115,1.98,0.0,0.0,21.997,5.133,0.0,0.75,,430.599,5.133,5.133,29.127,6.34,,,15.059,23.256,39.329,39.329,46.497,,0.0,1.207,,522110.0,44.047,1420.0,522110.0,Commercial Banking 
23079,2015-05-31,680209103,7.0,53.0,2015-05-31,2015-09-01,2015-08-27,0.0,-22.978,20.45,13.301,0.0,13.661,7.328,13.661,41.518,844.917,5.385,17.563,2.932,2.932,417.297,45.552,45.552,273.332,0.0,90.729,0.0,0.0,425.406,59.817,83.59,0.07,-19.58,102.755,237.394,3.282,379.509,174.546,178.323,533.156,3.282,3.282,0.0,6.652,0.0,66.388,47.051,33.044,654.691,654.691,311.761,311.761,0.0,3.37,226.373,339920.0,896.4634,887.0,339920.0,Sporting and Athletic Goods Manufacturing
17146,2006-12-31,681989109,7.0,5.0,2006-12-31,2007-04-19,2007-03-09,0.0,-2.57,2.203,0.059,,0.0,-0.123,0.0,7.498,121.645,167.546,4.039,45.892,81.072,28.548,16.583,16.576,0.166,0.0,0.801,0.0,0.0,1.195,20.949,21.918,1.68,2.356,0.0,35.217,23.058,0.497,17.419,15.78,25.561,23.058,23.058,0.0,23.058,0.0,12.96,7.692,-71.584,63.765,63.765,96.084,,0.044,0.0,94.925,325414.0,501.5898,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
16077,2005-12-31,682095104,7.0,5.0,2005-12-31,,,0.0,0.272,0.709,0.0,,0.432,0.217,0.432,1.554,41.714,11.739,0.717,9.882,9.882,32.272,10.154,10.154,0.102,0.0,0.186,3.225,0.0,3.411,14.172,14.837,0.74,,3.526,33.366,7.477,3.526,6.228,11.632,15.705,7.477,7.477,0.0,12.421,0.0,10.822,5.749,14.145,65.638,65.638,25.986,25.986,0.0,4.944,17.125,332912.0,176.5781,675.0,332912.0,Fluid Power Valve and Hose Fitting Manufacturing 
7400,2000-12-31,68210P107,7.0,5.0,,,,0.0,,0.978,0.0,,16.259,-3.927,12.834,2.313,160.484,111.884,6.977,7.403,7.403,75.425,24.33,23.917,0.243,0.0,1.227,0.0,0.0,16.054,-7.424,0.976,-0.7,,0.0,8.617,-16.744,0.0,37.032,18.139,32.966,-16.744,-16.744,0.0,-26.163,,149.932,88.872,17.385,84.042,84.042,127.477,,2.035,-9.419,36.844,311225.0,35.8755,285.0,311225.0,Fats and Oils Refining and Blending 
6752,2000-12-31,68210T208,7.0,5.0,,,,0.0,,1.678,,,0.08,-2.436,0.08,3.162,34.624,54.406,0.735,0.317,0.317,16.585,26.912,26.912,0.269,0.0,3.756,8.5,0.0,16.016,-9.648,-6.021,-1.49,,2.059,-0.022,-25.773,2.059,2.649,12.437,26.385,-25.773,-25.773,1.688,-25.79,,34.147,23.426,-54.157,16.563,16.563,8.018,,0.0,0.0,-3.378,213111.0,45.414,168.0,213111.0,Drilling Oil and Gas Wells
9623,2001-04-30,682128103,7.0,5.0,,,,0.0,,3.507,0.0,,0.293,-2.629,0.293,4.284,78.647,93.473,2.593,51.053,54.053,35.429,22.0,22.0,0.022,0.0,0.0,0.0,0.0,0.0,4.403,5.018,-0.67,,0.0,18.278,-11.557,0.0,11.445,7.371,7.371,-11.557,-11.557,0.0,-11.557,,5.87,4.08,-22.219,53.707,53.707,71.276,,0.0,0.0,66.903,334413.0,103.4,758.0,334413.0,Semiconductor and Related Device Manufacturing 
8723,2000-11-30,682129101,7.0,53.0,,,,0.0,,14.3,,,71.4,-5.3,25.5,87.2,647.5,308.7,35.3,11.7,11.7,577.4,41.8,39.6,4.2,0.0,9.0,0.0,0.0,145.8,30.2,55.2,0.11,,151.8,195.9,4.4,228.3,59.3,136.8,359.6,4.4,4.4,9.0,7.3,,434.4,219.7,-10.9,773.3,773.3,287.9,,14.1,2.9,-8.7,326299.0,195.525,556.0,326299.0,All Other Rubber Product Manufacturing 
10423,2001-12-31,68213N109,7.0,5.0,,,,0.0,0.0,5.253,0.0,,1.221,-2.717,1.221,4.837,72.114,113.541,2.947,16.912,23.839,30.291,21.667,21.667,0.022,0.0,0.0,0.0,0.0,0.0,-0.58,1.896,-0.11,,0.0,56.61,-1.167,0.0,12.702,52.15,52.513,-1.167,-1.167,0.0,-1.007,,15.468,5.384,-93.962,86.901,86.901,19.601,19.601,0.0,0.16,7.811,334111.0,192.8363,742.0,334111.0,Electronic Computer Manufacturing 
21344,2009-12-31,682143102,7.0,5.0,2009-12-31,2010-04-26,,0.0,0.041,0.111,0.06,0.0,0.312,0.512,0.253,2.62,62.062,161.227,0.279,0.82,60.305,21.75,21.286,21.286,0.213,0.0,4.931,0.0,0.0,12.758,-20.758,-20.306,-0.99,,0.0,-20.306,-21.089,0.0,0.0,11.09,18.917,-21.089,-21.089,0.0,-21.089,0.0,2.723,1.086,-118.295,1.444,1.444,43.145,43.145,0.0,0.0,49.574,325414.0,149.4277,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
18086,2006-12-31,68214U102,7.0,5.0,2006-12-31,2007-04-16,2007-01-30,,-0.765,,,,16.513,-3.996,,544.67,702.764,54.567,3.035,5.874,22.535,26.253,11.349,11.332,11.349,,0.0,,0.0,,,14.388,1.11,0.0,4.754,26.756,9.306,5.792,13.013,,630.417,9.306,9.306,0.0,8.384,0.0,,10.707,6.531,53.009,53.009,72.347,,0.1,-0.922,,522110.0,118.0794,1420.0,522110.0,Commercial Banking 
9402,2000-12-31,682189105,7.0,53.0,,,,0.0,,80.3,,,531.0,-19.5,494.9,167.7,2023.0,730.4,198.8,188.9,188.9,1236.0,172.746,172.746,1.7,0.0,5.6,24.5,0.0,1258.3,299.4,435.2,0.39,,,837.9,88.6,,258.1,405.1,1678.6,71.1,62.3,0.0,140.9,,1596.6,648.2,-394.4,2073.9,2073.9,337.7,,0.0,50.1,393.4,334413.0,906.9165,758.0,334413.0,Semiconductor and Related Device Manufacturing 
5805,2000-12-31,682195102,7.0,5.0,,,,0.0,,0.716,,,0.163,0.677,0.163,3.15,28.079,6.735,4.535,0.003,0.003,22.886,5.057,4.944,0.051,0.0,7.211,8.699,0.0,9.499,2.719,4.291,0.19,,1.011,12.604,0.942,1.011,0.678,11.501,20.226,0.942,0.942,5.81,1.864,,19.73,15.025,1.463,35.49,35.49,7.853,,0.396,0.922,0.261,561439.0,7.5705,1670.0,561439.0,Other Business Service Centers (including Copy Shops) 
20868,2008-12-31,68230A106,7.0,5.0,2008-12-31,2009-04-07,,0.0,2.64,0.0,0.0,0.0,0.497,-2.857,0.497,2.252,14.79,56.07,0.003,7.618,12.419,0.0,5.544,5.544,0.006,0.0,0.0,0.0,0.0,0.0,-9.39,-9.301,-3.38,,0.0,0.0,-8.632,0.0,0.0,2.884,4.083,-4.204,-6.177,0.0,-10.691,0.0,0.4,0.044,-45.369,0.0,0.0,10.707,10.707,0.0,-2.059,11.365,325412.0,16.632,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
8910,2001-12-31,682310875,7.0,53.0,,,,0.0,0.0,0.0,0.0,,3.772,1.774,3.772,2.321,19.073,2.5,,14.971,14.971,0.0,19.191,19.191,23.813,0.0,0.0,0.0,0.0,0.15,-7.137,-6.672,-0.34,,0.0,0.0,-6.171,0.0,0.0,2.321,3.119,-6.171,-6.171,0.0,-6.482,,0.268,0.211,-10.359,0.0,0.0,15.954,,0.0,-0.311,12.769,325412.0,132.6098,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
1159,2013-12-31,68232V801,7.0,5.0,2013-12-31,2014-04-16,2014-03-10,0.0,0.001,0.449,0.0,0.0,0.137,-7.33,0.137,3.71,105.153,311.093,0.609,60.009,100.003,66.526,21.467,21.467,0.215,0.0,0.0,0.0,0.0,0.0,-62.222,-61.773,-2.98,,0.0,-61.773,-62.543,0.0,0.0,10.338,24.253,-62.543,-62.543,0.0,-62.121,0.0,2.402,0.626,-230.895,4.753,4.753,80.413,80.9,0.0,0.435,94.052,325414.0,246.4412,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
9056,2000-12-31,682347208,7.0,5.0,,,,0.0,,0.211,0.0,,0.0,-0.055,0.0,0.511,2.221,12.539,1.445,0.104,0.193,7.012,5.88,5.88,0.006,0.0,0.309,0.0,0.0,0.067,-7.48,-6.485,-1.47,,0.0,-6.485,-7.368,0.0,0.0,1.25,1.258,-7.368,-7.368,0.25,-7.368,,2.549,1.76,-11.582,0.527,0.527,0.963,,0.0,0.0,-0.789,512110.0,3.4913,1345.0,512110.0,Motion Picture and Video Production 
20970,2015-07-31,68234L405,7.0,5.0,2015-07-31,2015-10-22,2015-10-16,0.0,0.0,0.021,0.465,,0.214,-1.254,0.214,2.36,35.59,71.573,1.431,32.035,32.035,0.0,14.821,14.821,0.025,0.0,0.0,0.0,0.0,0.0,-21.241,-20.576,-1.67,,0.0,0.0,-21.243,0.0,0.0,2.894,2.894,-21.243,-21.243,0.0,-21.241,0.0,2.139,1.808,-38.902,0.0,0.0,32.696,32.696,0.0,0.002,30.674,325414.0,89.8153,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
4,2013-12-31,68234X102,7.0,5.0,2013-12-31,2014-04-14,,0.0,0.014,2.527,0.0,0.0,10.3,150.018,10.3,5.706,333.685,292.505,0.557,208.931,316.194,20.386,29.398,29.398,0.029,0.0,0.0,0.0,0.0,0.0,-23.899,-22.521,-0.95,,0.0,17.393,-26.071,0.0,0.0,62.017,215.563,-26.071,-26.071,0.0,-24.127,0.0,19.673,4.641,-174.412,37.779,37.779,118.122,118.122,0.0,1.944,256.727,325414.0,867.829,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
9849,2000-12-31,68235B208,7.0,5.0,,,,0.0,,0.0,0.0,,0.398,1.178,0.398,0.772,43.343,26.834,0.007,0.253,0.253,-2.798,10.693,9.064,0.107,0.0,0.0,0.0,0.0,0.0,3.456,3.485,-1.71,,0.0,3.485,-15.507,0.0,0.0,,11.51,-15.507,-15.507,0.0,-15.559,,,,7.96,0.687,0.687,31.833,,3.068,-0.052,,525990.0,22.0935,1490.0,525990.0,Other Financial Vehicles 
3937,2016-12-31,68235C206,7.0,5.0,2016-12-31,2017-04-03,2017-03-07,0.0,-0.654,0.285,0.242,,0.075,2.108,0.075,0.422,14.447,0.0,0.106,10.174,12.411,0.0,28.737,28.737,45.818,0.0,0.202,0.0,0.0,0.512,-11.14,-10.753,-0.42,,0.0,0.0,-11.168,0.988,0.0,4.275,4.585,-11.168,-11.168,0.0,-11.168,0.0,1.007,0.688,-35.956,0.0,0.0,9.862,9.862,0.0,0.0,8.421,325414.0,202.5959,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
2002,2014-12-31,68235P108,7.0,5.0,2014-12-31,2015-02-26,2015-02-19,0.0,-5.174,,,,530.036,-103.299,,159.064,4649.21,1758.796,297.103,11.943,11.943,1467.89,52.084,52.084,0.521,,42.006,,0.0,,225.294,351.016,2.1,,157.953,351.016,109.79,157.953,212.8,392.433,2855.173,109.79,109.79,42.0,178.128,0.0,4850.201,3293.72,34.72,1818.906,1818.906,1794.037,1794.037,0.0,68.338,275.068,221210.0,2146.9025,190.0,221210.0,Natural Gas Distribution 
4922,2018-12-31,68247W109,7.0,5.0,2018-12-31,2019-04-16,,0.0,0.001,0.667,0.631,,2.556,-0.798,2.556,3.71,36.057,27.424,0.623,2.272,2.272,24.644,14.216,14.216,0.001,0.0,1.58,0.265,0.0,1.422,-1.158,-0.11,-0.09,0.017,7.914,12.383,-1.136,11.439,6.824,9.22,9.485,-1.136,-1.136,0.423,-2.969,0.0,3.639,1.759,-0.854,37.027,37.027,26.571,26.572,0.0,-1.396,11.083,334111.0,27.579,742.0,334111.0,Electronic Computer Manufacturing 
4286,2000-12-31,68268N103,7.0,53.0,,,,0.0,,0.0,0.5,,18.898,3.068,18.898,35.413,2082.72,,19.721,35.363,35.363,90.731,31.504,31.504,,0.0,44.464,647.91,0.0,1171.962,188.302,249.001,2.5,,28.405,249.001,76.72,28.405,5.736,128.731,1262.348,76.72,76.72,0.0,114.839,,2454.918,1732.076,,339.732,339.732,572.274,,0.0,0.0,-47.015,486210.0,988.438,1273.0,486210.0,Pipeline Transportation of Natural Gas
9456,2000-12-31,68273F103,7.0,5.0,,,,0.0,,7.95,3.594,,16.829,-8.289,7.682,17.518,1015.468,870.141,,852.36,852.36,37.759,133.089,133.089,0.013,0.0,0.161,0.0,0.0,300.348,-145.668,-131.72,-1.22,,,21.903,-136.887,1.813,70.626,37.637,337.824,-136.887,-141.129,0.0,-136.88,,53.108,41.581,-192.51,59.662,59.662,677.644,,0.0,0.007,917.608,334210.0,5265.3336,747.0,334210.0,Telephone Apparatus Manufacturing
8435,2002-12-31,68273G101,7.0,5.0,,,,0.0,0.015,1.403,0.0,,1.511,0.573,0.45,0.891,21.33,91.41,3.671,2.291,6.786,11.948,13.782,13.706,0.001,0.0,0.214,0.0,0.0,12.325,0.975,3.655,-0.03,,0.0,20.406,-0.406,0.0,0.0,3.365,15.832,-0.406,-0.406,0.0,-0.406,,17.623,7.804,-85.685,32.354,32.354,5.498,,0.228,0.0,8.65,518210.0,38.5002,1405.0,518210.0,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services"
4952,2018-08-31,68276W400,7.0,5.0,2018-08-31,2019-01-07,2018-11-19,0.0,18.87,13.223,1.028,0.0,42.245,51.155,18.035,0.0,615.276,794.399,35.433,206.523,325.958,189.399,162.93,162.93,0.006,0.0,6.588,0.0,0.0,65.877,33.584,51.051,0.22,-0.171,54.469,229.677,36.003,70.883,0.0,389.619,454.941,36.003,36.003,0.0,47.275,0.0,126.328,65.875,-644.4,419.076,419.076,150.005,160.335,0.0,15.88,-26.63,611699.0,,1767.0,611699.0,All Other Miscellaneous Schools and Instruction 
6428,2000-09-30,682875208,7.0,5.0,,,,0.0,,0.0,,,0.029,0.359,0.029,1.932,10.83,35.547,1.217,3.458,3.775,5.876,8.453,8.453,0.001,0.0,0.173,0.848,0.0,0.896,-12.543,-11.395,-1.35,,0.581,-0.008,-11.402,0.581,0.508,2.604,3.452,-11.402,-11.402,0.125,-12.036,,6.651,3.796,-28.17,5.868,5.868,7.378,,0.0,0.002,3.82,541512.0,27.4723,1589.0,541512.0,Computer Systems Design Services 
7014,2000-12-31,68287N100,7.0,53.0,,,,0.0,,0.615,,,1.568,0.305,1.568,2.791,29.313,36.871,3.473,13.833,13.833,8.653,27.867,27.867,0.028,0.0,0.362,0.726,0.0,4.126,-2.601,-1.185,-0.17,0.289,1.439,19.413,-4.162,1.439,1.112,8.201,11.965,-4.162,-4.744,0.0,-3.767,,5.393,3.797,-26.331,28.066,28.066,17.348,,0.0,0.395,14.308,334290.0,149.7851,751.0,334290.0,Other Communications Equipment Manufacturing
5493,2000-12-31,682914106,7.0,5.0,,,,0.0,,0.0,0.0,,4.403,-132.186,4.403,22.706,331.38,32.601,4.605,3.13,3.13,80.915,4.99,4.99,0.05,0.0,172.509,0.0,0.0,60.893,30.324,34.703,1.03,,0.0,34.703,5.835,0.0,170.755,,275.787,5.835,5.835,172.509,9.971,,18.958,7.079,22.942,115.618,115.618,55.593,,0.0,4.136,,522291.0,14.3463,1431.0,522291.0,Consumer Lending 
8938,2000-12-31,683344105,7.0,53.0,,,,-1.458,-0.275,3.178,,,7.042,3.807,7.042,3.517,98.554,87.385,1.388,29.736,29.736,41.193,14.872,14.872,0.015,0.0,0.0,0.0,0.0,0.0,22.429,23.429,1.6,,,46.914,25.034,2.52,23.773,14.981,15.046,23.576,23.576,0.0,24.603,,5.86,3.824,-3.892,88.107,88.107,83.508,,0.0,-0.431,70.187,334513.0,448.9485,768.0,334513.0,"Instruments and Related Products Manufacturing for Measuring, Displaying, and Controlling Industrial Process Variables "
12021,2003-12-31,683373302,7.0,5.0,2003-12-31,,,0.0,0.0,0.249,0.047,,0.483,-0.22,0.483,1.259,22.58,24.113,2.009,3.444,16.64,3.545,24.607,24.607,0.003,0.0,0.0,0.0,0.0,0.0,-3.545,-3.47,-0.21,,0.0,-3.47,-3.504,2.772,0.0,2.028,2.092,-3.504,-3.628,0.0,-3.504,,1.998,1.981,-3.628,0.075,0.075,20.488,,0.0,0.0,15.316,621498.0,176.1861,1801.0,621498.0,All Other Outpatient Care Centers 
7523,2000-12-31,683380109,7.0,5.0,,,,0.0,,0.113,,,0.019,0.305,0.019,0.356,4.114,1.124,0.227,0.48,0.48,3.498,6.721,6.721,17.628,0.0,0.003,0.0,0.0,0.011,-4.418,-3.485,-0.65,,0.0,-3.485,-4.313,0.392,0.0,0.359,0.395,-4.313,-4.313,0.0,-4.313,,4.965,3.11,-15.033,0.013,0.013,3.719,,0.0,0.0,0.234,326199.0,12.1818,547.0,326199.0,All Other Plastics Product Manufacturing 
5583,2000-12-31,683399109,7.0,5.0,,,,0.0,,0.829,0.0,,0.066,-2.301,0.066,2.056,88.597,162.43,1.592,75.126,81.994,32.927,17.962,17.962,0.018,0.0,0.183,0.0,0.0,0.183,-10.207,-8.747,-0.5,,0.0,-8.747,-7.479,0.0,0.0,10.868,11.701,-7.479,-7.479,0.0,-7.479,,13.186,3.132,-85.552,24.18,24.18,76.896,,0.0,0.0,74.209,325412.0,267.1848,504.0,325412.0,Pharmaceutical Preparation Manufacturing 
20992,2009-12-31,68372A104,7.0,5.0,2009-12-31,2010-04-03,2010-02-09,0.0,-0.128,7.325,0.074,0.0,0.876,2.827,0.876,1.385,100.331,127.454,5.996,19.807,70.2,15.508,22.653,22.442,0.002,0.0,0.0,0.0,0.0,0.0,8.684,13.912,0.23,-0.031,1.805,53.088,5.067,2.797,0.0,23.354,26.926,5.067,4.913,0.0,9.03,0.0,23.234,11.516,-53.404,68.596,68.596,73.405,73.405,0.647,3.963,61.788,541512.0,571.3733,1589.0,541512.0,Computer Systems Design Services 
8859,2006-12-31,68372T301,7.0,8.0,2006-12-31,2007-04-16,,0.0,0.0,0.473,0.0,,0.0,-3.267,0.0,0.869,16.806,63.118,0.62,12.02,14.972,0.0,6.697,6.697,3.348,0.0,1.514,0.0,0.0,0.11,-13.486,-13.312,-2.35,,0.0,0.0,-12.649,0.0,0.0,9.287,9.383,-12.649,-12.649,1.5,-12.649,0.0,1.756,1.361,-59.043,0.0,0.0,7.423,7.423,0.0,0.0,6.158,325414.0,40.6508,506.0,325414.0,Biological Product (except Diagnostic) Manufacturing 
