,IPO name,ticker,CUSIP,Date of IPO,IS_SPAC
6120,Banco Wiese Limitado,BWP,059651109,,False
6121,Pacific Basin Bulk Shipping,,694027103,,False
6122,Templeton Dragon Fund Inc,TDF,88018T100,,False
6123,Tivoli Industries,TVLI,888711108,,False
6124,Business Objects,BOBJY,12328X107,,False
6125,Professional Sports Care,PSCM,742939101,,False
6126,Sure Shot International,HOOP,868662206,,False
6127,Welcome Home,WELC,949116107,,False
6128,Aasche Transportation Services,ASHE,002538106,,False
6129,Corporate Express,CEXP,219888104,,False
6130,Czech Republic Fund Inc,CRF,232845107,,False
6131,First Merchants Acceptance,FMAC,320816101,,False
6132,Innkeepers USA Trust,NKPR,4576J0104,,False
6133,Seaborn Beverages,SBOR,811651108,,False
6134,Affiliated Computer Services,ACSA,008190100,,False
6135,Benson Financial,BFCX,082487109,,False
6136,Ernst Home Center,ERNS,295866107,,False
6137,IPC Information Systems,IPCI,44980K107,,False
6138,ADFlex Solutions,AFLX,006866107,,False
6139,Baby Superstore,BSST,056180102,,False
6140,Cinema Ride,MOVE,17241E102,,False
6141,Laboratory Specialists,LABZ,505415208,,False
6142,OncorMed,ONCM,68231D109,,False
6143,Sterile Concepts Inc,SYS,85915P109,,False
6144,Featherlite Mfg,FTHR,313054108,,False
6145,Mattson Technology,MTSN,577223100,,False
6146,Tessco Technologies,TESS,872386107,,False
6147,Zeigler Coal Holding,ZEI,989286109,,False
6148,Giant Cement Holding,GCHI,374450104,,False
6149,Metrologic Instruments,MTLG,591676101,,False
6150,Protection One,ALRM,743663304,,False
6151,Community Medical Transport,CMTI,203744107,,False
6152,Sugen,SUGN,865041107,,False
6153,Huaneng Power International,HNP,443304100,,False
6154,Central Tractor Farm & Country,CTFC,155560105,,False
6155,US Xpress Enterprises,XPRSA,90338N103,,False
6156,Strouds,STRO,863451100,,False
6157,Meridian Sports,MSPO,589783109,,False
6158,Phoenix Shannon,PHNXY,719138109,,False
6159,CasTech Aluminum Group,CTA,148380108,,False
6160,Central European Media,CETV,G20045103,,False
6161,Clearnet Communications,CLNT,184902104,,False
6162,Micro Linear,MLIN,594850109,,False
6163,PRI Automation,PRIA,69357H106,,False
6164,Piercing Pagoda,PGDA,720773100,,False
6165,Sports Club,SCY,84917P100,,False
6166,Indosat,IIT,715680104,,False
6167,American Family Restaurants,FRI,025887100,,False
6168,Lasergate Systems,LSGT,517906111,,False
6169,7th Level,SEVL,81791610,,False
6170,Edelbrock,EDEL,279434104,,False
6171,Equity Corp,ECII,294644109,,False
6172,Enteractive,ENTR,293636320,,False
6173,FPA Medical Management,FPAM,302543103,,False
6174,Isolyser,OREX,464888106,,False
6175,Ortel,ORTL,68749W102,,False
6176,Solomon-Page Group,SOLP,83427A207,,False
6177,Stratasys,SSYS,862685104,,False
6178,US Diagnostic Labs,USDL,90328Q108,,False
6179,Video Sentry,VSEN,92656X101,,False
6180,WavePhore,WAVO,943567107,,False
6181,Corvita,CVTA,221010101,,False
6182,Greenwich St CA Mun Fund Inc,GCM,397009101,,False
6183,Aspen Technology,AZPN,045327103,,False
6184,Corporate Renaissance Group,CREN,220033104,,False
6185,Fidelity Advisor Korea Fund,FAK,315804104,,False
6186,Knight Transportation,KNGT,499064103,,False
6187,Owosso,OWOS,691217103,,False
6188,Sinter Metals,SNM,82934Q101,,False
6189,Tower Semiconductor,TSEM,M87915100,,False
6190,Vista 2000,VIST,928393206,,False
6191,Wescast Industries,WCST,950813105,,False
6192,Epic Design Technology,EPIC,29425G100,,False
6193,ISS International Service,ISS,450308101,,False
6194,Alliance All-Market Advantage,AMO,01852M108,,False
6195,Covenant Transport,CVTI,22284P105,,False
6196,Data Systems Network,DSYS,237891106,,False
6197,Duckwall-Alco Stores,DUCK,264142100,,False
6198,Foreign & Colonial Emerging,EME,345451108,,False
6199,Lehman Bros Latin America Fund,LLF,52517G101,,False
6200,Haskel International,HSKL,418106100,,False
6201,Hudson Technologies,HDSN,444144109,,False
6202,Falcon Building Products,FB,305916108,,False
6203,OfficeMax,OMX,67622M108,,False
6204,Play Co Toys,PLCO,728116203,,False
6205,Chase Brass Industries,CSI,161454103,,False
6206,Food Trends Acquisition,FDTRU,344809108,,False
6207,Transport Corporation of Amer,TCAM,89385P102,,False
6208,Specialty Teleconstructors,SCTR,84751720,,False
6209,Young Broadcasting,YBTVA,987434107,,False
6210,Digital Recorders,TBUS,253869101,,False
6211,Pinnacle Systems,PCLE,723481107,,False
6212,Storage Trust Realty,SEA,861909109,,False
6213,Tele-Matic,TMAT,879244200,,False
6214,Thompson PBE,THOM,884888108,,False
6215,Alabama National Bancorp,ALAB,010317100,,False
6216,Singing Machine,SING,829322106,,False
6217,Health Fitness Physical,HFPT,42217V102,,False
6218,Cannondale,BIKE,137798104,,False
6219,Capitol One Financial,COF,14040H105,,False
6220,Enron Global Power,EPP,29356M100,,False
6221,GABELLI GLOBAL MULTIMEDIA TR I,GGT,36239Q10,,False
6222,"JP Foodservice, Inc.",JPFS,466232105,,False
6223,Orbit Semiconductor,ORRA,68556E104,,False
6224,John Q Hammons Hotels,JQH,408623106,,False
6225,Senior Tour Players,SRTR,81721A105,,False
6226,Unitech Industries,UTII,909248106,,False
6227,Family Golf Centers,FGCI,30701A106,,False
6228,Metrogas,MGS,591673207,,False
6229,Quality Semiconductor,QUAL,74758B104,,False
6230,Shiva,SHVA,824851109,,False
6231,Sports Authority,TSA,849176102,,False
6232,What A World!,WHAT,962433108,,False
6233,Andyne Computing Limited,ADYNF,034559104,,False
6234,Assisted Living Concepts,ALF,04543L109,,False
6235,ITI Technologies,ITII,450564109,,False
6236,TeleWest Communications,TWSTY,87956P105,,False
6237,Physician Reliance Network,PHYN,71940G108,,False
6238,Bridgeport Machines,BPTM,108228107,,False
6239,Veeco Instruments,VECO,922417109,,False
6240,Cohesant Technologies,COHT,192480200,,False
6241,Financial Services Acquisition,FSAT,31769Q108,,False
6242,Flores & Rucks,FNRI,34039C107,,False
6243,Premier Laser Systems,PLSIA,740522107,,False
6244,Arel Communications & Software,ARLC,M14925107,,False
6245,Concordia Paper(Holdings),CPLNY,206575102,,False
6246,Dove Audio Inc,DOVE,259901106,,False
6247,Apollo Group (U of Phoenix),APOLA,037604105,,False
6248,MedCath,MCTH,584050108,,False
6249,British Sky Broadcasting,BSY,111013108,,False
6250,EmCare Holdings,EMCR,290820109,,False
6251,SGS-Thomson Microelectronics,STM,78421310,,False
6252,Applied Voice Technology,AVTC,03828M105,,False
6253,Applix,APLX,038316105,,False
6254,Micrel,MCRL,594793101,,False
6255,American Bingo & Gaming,BNGO,024596108,,False
6256,Global Telecommunication,GTST,37935Y107,,False
6257,Guidant Corporation,GDT,401698105,,False
6258,Netcom On-Line Communications,NETC,64108110,,False
6259,Security Dynamics Technologies,SDTI,814208104,,False
6260,Universal Stainless & Alloy,USAP,913837100,,False
6261,Bolle America,BLLE,09767E103,,False
6262,China Yuchai International,CYD,G21082105,,False
6263,Indiana Community Bank,INCB,454676107,,False
6264,Microtec Research,MTEC,594950107,,False
6265,PriCellular,PC,741504104,,False
6266,Stillwater Mining,PGMS,86074Q102,,False
6267,Trans World Gaming,IBET,893375105,,False
6268,Universal Automotive,UVSL,914020102,,False
6269,Videonics,VDNX,92657Q105,,False
6270,BTG,BTGI,05576J101,,False
6271,Crown Pacific Partners LP,CRO,228439105,,False
6272,IWI Holding,JEWLF,G49864104,,False
6273,Phamis,PHAM,717101109,,False
6274,ITT Educational Services,ESI,45068B10,,False
6275,Mitcham Industries,MIND,606501104,,False
6276,Orthodontic Centers of America,OCAI,68750P103,,False
6277,Saint Andrews Golf,SAGC,78718910,,False
6278,Teletouch Communications,TELL,87951V107,,False
6279,Diasys,DIYS,252838107,,False
6280,Hauppauge Digital,,419131206,,False
6281,SunPharm,SUNP,867648206,,False
6282,California Pro Sports,CALP,130551104,,False
6283,Infosafe Systems,ISFEA,456913201,,False
6284,Timeline,TMLN,887336204,,False
6285,Nabisco Holdings,,629526104,,False
6286,Panax Pharmaceutical,PANX,69830P205,,False
6287,SMC,SMCC,784460107,,False
6288,Ariel,ADSP,04033M203,,False
6289,Insight Enterprises,NSIT,45765U103,,False
6290,Austins Steaks & Saloon,STAK,052482106,,False
6291,LL Knickerbocker,KNIC,498859107,,False
6292,Ostex International,OSTX,68859Q101,,False
6293,Renters Choice,RCII,760114108,,False
6294,Daisytek International,DZTK,234053106,,False
6295,Neopath,NPTH,640517108,,False
6296,Tylan General,TYGN,902169101,,False
6297,Brooks Automation,BRKS,11434A100,,False
6298,Congoleum,CGM,207195108,,False
6299,Ultradata Systems,ULTR,903891109,,False
6300,American Standard Companies,ASD,029712106,,False
6301,Integrated Silicon Solutions,ISSI,45812P107,,False
6302,Semitool,SMTL,816909105,,False
6303,Technical Chemicals,TCPI,87840Q103,,False
6304,Concentra,CTRA,205897101,,False
6305,Sirrom Capital,SROM,829905108,,False
6306,Advanced Voice Technologies,HMWK,00754W107,,False
6307,Coin Bill Validator,CBVI,192583102,,False
6308,Nickelodeon Theater Co,NICK,654016104,,False
6309,Big Smith Brands,BSBI,08954C201,,False
6310,General Magic,GMGC,370253106,,False
6311,Information Storage Devices,ISDI,456753102,,False
6312,PDG Remediation,PDGS,693286106,,False
6313,Polar Express,POLR,731014205,,False
6314,ProtoSource,PSCO,743958209,,False
6315,Sims Communications,SIMS,829158104,,False
6316,Oak Technology,OAKT,671802106,,False
6317,ADCO Technologies,ADCO,000885103,,False
6318,Dualstar Technologies,DSTR,263572109,,False
6319,Globalstar Telecommunications,GSTRF,G3930H104,,False
6320,STB Systems,STBI,784741100,,False
6321,US Office Products,OFIS,912325107,,False
6322,Ampace,PACE,032007106,,False
6323,Entertainment/Media,EMAC,293980108,,False
6324,InTime Systems International,TAMSA,461158107,,False
6325,MedPartners,MPTR,584962104,,False
6326,Anicom,ANIC,035250109,,False
6327,HCIA,HCIA,403908106,,False
6328,Sola International,SOL,834092108,,False
6329,Toy Biz,TBZ,89226110,,False
6330,Transaction Systems,TSAI,893416107,,False
6331,Speedway Motorsports,TRK,847788106,,False
6332,ThrustMaster,TMSR,886027101,,False
6333,TGV Software,TGVI,872423108,,False
6334,VIASOFT,VIAS,92552U102,,False
6335,P-COM,PCMS,693262107,,False
6336,Software Artistry,SWRT,834028102,,False
6337,Dynamic World Distributors,LTTO,268029105,,False
6338,Dollar Tree Stores,DLTR,256747106,,False
6339,Riviana Foods Inc,RVFD,769536103,,False
6340,DSP Communications,DSPC,23332K106,,False
6341,Interactive Flight,FLYT,45838C205,,False
6342,PST Vans,PSTV,693934101,,False
6343,EqualNet Holdings,ENET,294408109,,False
6344,Fort Howard,FORT,347461105,,False
6345,Golf Training Systems,GTSX,38168F203,,False
6346,Commonwealth Aluminum,CALC,202904108,,False
6347,Tivoli Systems,TIVS,888722105,,False
6348,Horizon Mental Health,HMH,440435105,,False
6349,National Instruments,NATI,636518102,,False
6350,Palmer Wireless,PWIR,697033108,,False
6351,ASM Lithography Holding,ASML,N07059111,,False
6352,Continental Circuits,CCIR,211213103,,False
6353,SDL,SDLI,784076101,,False
6354,LifeRate Systems,LRSI,531936102,,False
6355,Uniroyal Chemical,UCHM,908903107,,False
6356,Remedy,RMDY,759548100,,False
6357,C-ATS Software,CATX,124778101,,False
6358,Circle K,CRK,172585101,,False
6359,Sepragen,SPGNA,81731610,,False
6360,Datastream Systems,DSTM,238124101,,False
6361,ACT Manufacturing,ACTM,000973107,,False
6362,Videotron Holdings,VRONY,92659H103,,False
6363,GABELLI CONVERTIBLE SEC FD INC,GCV,36240B10,,False
6364,Periphonics Corp,PERI,714005105,,False
6365,Renaissance Solutions,RENS,759924103,,False
6366,AmeriSource Health Corp,ASHC,03071P102,,False
6367,Creative Computers,MALL,22527E107,,False
6368,Mustang Software,MSTG,62820W107,,False
6369,Premisys Communications,PRMS,740584107,,False
6370,Aegis Consumer Funding Group,ACAR,00760G104,,False
6371,Asia Pacific Res Intl Hldg Ltd,ARH,G05345106,,False
6372,Boise Cascade Office Products,BOP,097403109,,False
6373,Finlay Enterprises,FNLY,317884203,,False
6374,General Acceptance,GACC,368749107,,False
6375,Asia Pulp & Paper,PAP,04516V100,,False
6376,Hello Direct,HELO,423402106,,False
6377,Rainforest Cafe,RAIN,75086K203,,False
6378,Aid Auto Stores,AIDA,008709107,,False
6379,Katz Media Group,KTZ,486112105,,False
6380,PMI Group,PMA,69344M101,,False
6381,Expert Software,XPRT,302131107,,False
6382,AmeriGas Partners LP,APU,030975106,,False
6383,Diamond Multimedia Systems,DIMD,252714100,,False
6384,CBT Group PLC,CBTSY,124853102,,False
6385,Easco,ESCO,27033E103,,False
6386,Multi-Media Tutorial Services,MMTS,62542010,,False
6387,Open Environment,OPEN,683708101,,False
6388,RTW,RTWI,74974R107,,False
6389,Taitron Components,TAIT,874028103,,False
6390,ANADIGICS,ANAD,032515108,,False
6391,General Cable,GCABY,36930Q101,,False
6392,OMNI MultiMedia Group,OMG,68211K107,,False
6393,STAT Healthcare,ERDR,855695102,,False
6394,Shared Technologies Cellular,STCL,819487109,,False
6395,Weitzer Homebuilders,WTZRA,949049100,,False
6396,MarketLink,MKTL,57061B101,,False
6397,PACE Health Management,PCES,693723108,,False
6398,Republic Engineered Steels,REPS,760391102,,False
6399,Bell & Howell,BHW,07790510,,False
6400,Performance Systems,PSIX,713764108,,False
6401,ACT Networks,ANET,000975102,,False
6402,CRA Managed Care,CRAA,126172105,,False
6403,NetVantage,NETVA,64120U104,,False
6404,Tel-Com Wireless Cable TV,TCTV,879158103,,False
6405,Firefox Communications,FFOX,318164100,,False
6406,Image Sensing Systems,ISNS,45244C104,,False
6407,Phoenix Gold International,PGLD,719068108,,False
6408,StorMedia,STMD,862221108,,False
6409,OccuSystems,OSYS,674623103,,False
6410,Garden Ridge,GRDG,36541P104,,False
6411,R-B Rubber Products,RBBR,749270104,,False
6412,Zanart Entertainment,ZANA,989004403,,False
6413,Electropharmacology,EPHI,286128103,,False
6414,AG Associates,AGAI,001073105,,False
6415,Initial Acquisition,,457193209,,False
6416,ERD Waste,ERDI,268928108,,False
6417,Garden Fresh Restaurant,LTUS,365235100,,False
6418,Intrav,TRAV,460930100,,False
6419,Opal,OPAL,683474100,,False
6420,Baan Company NV,BAANF,N08044104,,False
6421,HealthPlan Services,HPS,421959107,,False
6422,Jilin Chemical Industrial,JCC,477418107,,False
6423,Harmonic Lightwaves,HLIT,413160102,,False
6424,Interactive Group,INTE,45837J102,,False
6425,APPS Dental,APPS,002028108,,False
6426,Borders Group,BGP,099709107,,False
6427,Maxis,MXIS,57772X103,,False
6428,NexGen Inc,NXGN,653329102,,False
6429,VideoServer,VSVR,926918103,,False
6430,Hardinge Brothers,HDNG,412324303,,False
6431,Number Nine Visual Technology,NINE,67052W105,,False
6432,Reckson Associates Realty,RA,75621K10,,False
6433,UUNet Technologies,UUNT,918096108,,False
6434,Computer Learning Centers,CLCX,205199102,,False
6435,Belmont Homes,BHIX,080381106,,False
6436,FEI,FEIC,30241L109,,False
6437,Portugal Telecom,PT,737273102,,False
6438,US Order,USOR,90336R106,,False
6439,ResMed,RESM,761152107,,False
6440,ArcSys,ARCS,03966P100,,False
6441,Med-Design,MEDC,583926100,,False
6442,Sinclair Broadcast Group,SBGI,829226109,,False
6443,Socket Communications,SCKT,833672108,,False
6444,Trump Hotels & Casino Resorts,DJT,898168109,,False
6445,Yes Entertainment,YESS,985834100,,False
6446,American Radio Systems,AMRD,029161106,,False
6447,NYNEX CableComms Group,,670764109,,False
6448,Oravax,ORVX,68554R107,,False
6449,Sitel,SITL,82980K107,,False
6450,Teltrend,TLTN,87969R106,,False
6451,American Oncology Resources,AORI,028910107,,False
6452,Western Power & Equipment,WPEC,959221102,,False
6453,Serologicals,SERO,81752P10,,False
6454,TranSwitch,TXCC,894065101,,False
6455,Datalogix International,DLGX,237923107,,False
6456,MySoftware,MYSW,628633109,,False
6457,Templeton Russia Fund,TRF,88022F10,,False
6458,View Tech,VUTK,926707100,,False
6459,Westinghouse Air Brake,WAB,960386100,,False
6460,Chicago Miniature Lamp,CHML,167781103,,False
6461,Eagle Point Software,EGPT,269824108,,False
6462,Brockway Standard Holdings,BWAY,112004106,,False
6463,CP Clare,CPCL,12615K107,,False
6464,EchoStar Communications,DISH,278762109,,False
6465,HNC Software,HNCS,40425P107,,False
6466,Sovran Self Storage,SSS,84610H10,,False
6467,Studio Plus Hotels,SPHI,864003108,,False
6468,Natural Health Trends,NHTC,63888P208,,False
6469,Rauma,RMA,75418310,,False
6470,VidaMed,VIDA,926530106,,False
6471,HighwayMaster Communications,HWYM,431263102,,False
6472,Spine-Tech,SPYN,848927109,,False
6473,Microfield Graphics,MICG,59506W104,,False
6474,Physicians Resource Group,PRG,71941S101,,False
6475,Putnam Convertible Opp&Inc Tr,PCV,74647910,,False
6476,Business Resource Group,BRGP,12329K104,,False
6477,Global DirectMail,GML,379321102,,False
6478,Spyglass,SPYG,852192103,,False
6479,BDM International,BDMI,05537W209,,False
6480,InStent,ININ,45774D100,,False
6481,Integrated Communication,ICNI,457982106,,False
6482,Paradigm Technology,PRDM,699005104,,False
6483,SOS Staffing Services,SOSS,78462X104,,False
6484,Coda Music Technologies,COMT,19188910,,False
6485,Inference,INFR,45662K109,,False
6486,MobileMedia,MBLM,607415106,,False
6487,Rattlesnake Holding,RTTL,753904101,,False
6488,Dendrite International,DRTE,248239105,,False
6489,Discreet Logic,DSLGF,25467V104,,False
6490,Metra Biosystems,MTRA,591591102,,False
6491,Seer Technologies,SEER,815780101,,False
6492,Telesoft,TSFT,879924108,,False
6493,Just Like Home,JLHC,48213Q104,,False
6494,Legato Systems,LGTO,524651106,,False
6495,MIDCOM Communications,MCCI,59563X102,,False
6496,OnTrak Systems,ONTK,683374102,,False
6497,Tele-Communications Intl,TINTA,87924H102,,False
6498,"BNCcorp, Bismarck, ND",BNCC,05593610,,False
6499,MEMC Electronic Materials Inc,WFR,552715104,,False
6500,Martin Industries,MTIN,57326K102,,False
6501,Sel-Leb Marketing,SELB,816082200,,False
6502,Novadigm,NVDM,669937104,,False
6503,BT Office Products,BTF,055816102,,False
6504,"CET Environmental Services,",ENV,125180109,,False
6505,PixTech,PIXT,72583K109,,False
6506,Programmer's Paradise,PROG,743205106,,False
6507,CSI Computer Specialists,CSIS,126371103,,False
6508,Deswell Industries,DSWL,250639101,,False
6509,Play By Play Toys & Novelties,PBYP,72811K103,,False
6510,Teekay Shipping,TK,V89564104,,False
6511,Accent Software International,ACNTF,M01575105,,False
6512,Exogen,EXGN,302092101,,False
6513,IMNET Systems,IMNT,452921109,,False
6514,Integrated Measurement Systems,IMSC,457923100,,False
6515,Rockford Industries,ROCF,773259106,,False
6516,Unison Software,UNSN,90919P105,,False
6517,Veritas Music Entertainment,VMEI,923435101,,False
6518,Align Rite International,MASK,016251100,,False
6519,MS Financial,MSFI,553566100,,False
6520,R. F. Management,RFMC,74955G104,,False
6521,CAM Designs,,13173310,,False
6522,MiniMed,MNMD,60365K108,,False
6523,Tarrant Apparel Group,TAGS,876289109,,False
6524,DLB Oil & Gas,DLBI,23322J101,,False
6525,RSI Systems,RSIS,749927109,,False
6526,Logans Roadhouse,RDHS,541198107,,False
6527,Red Lion Hotels,RL,756701108,,False
6528,RenaissanceRe Holdings,RNREF,G7496G10,,False
6529,Across Data Systems,ACRS,005018106,,False
6530,Astea International,ATEA,04622E109,,False
